ΟΔΟΣ,ΠΕΡΙΟΧΗ,Δ.Ο.Υ.
ΣΟΛΩΝΟΣ75-ΤΕΛΟΣΚΑΙ134-ΤΕΛΟΣ,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΣΟΡΑΝΟΓΛΟΥΙΩΑΝΝΗ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΡΒΟΛΟΥ,ΑΘΗΝΩΝΜΕΤΣ,ΙΖ'ΑΘΗΝΩΝ
ΣΟΡΟΒΙΤΣ,ΑΘΗΝΩΝ,ΙΓ'ΑΘΗΝΩΝ
ΣΟΡΟΚΟΥΤΡΑΜΟΥΝΤΑΝΑ,ΝΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΒΑΛΙΩΤΗΛ,ΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΔΑΣ,ΑΓΔΗΜΗΤΡΙΟΥ-ΕΘΑΝΤΙΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΥΔΑΣ,ΑΝΩΛΟΦΟΥ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΔΑΣ,ΓΑΛΑΤΣΙΟΥ-ΚΡΗΤΙΚΑ,ΓΑΛΑΤΣΙΟΥ
ΣΟΥΔΑΣ,ΜΕΓΑΛΑΣΧΙΝΑ,ΑΧΑΡΝΩΝ
ΣΟΥΔΑΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΗΔΙΑΣ,ΚΑΜΙΝΙΑ,Δ'ΠΕΙΡΑΙΑ
ΣΟΥΗΔΙΑΣ1-61ΚΑΙ2-60,ΑΘΗΝΩΝ,Δ'ΑΘΗΝΩΝ
ΣΟΥΗΔΙΑΣ63-ΤΕΛΟΣ62-ΤΕΛΟΣ,ΕΥΑΓΓΕΛΙΣΜΟΥ,ΨΥΧΙΚΟΥ
ΣΟΥΙΔΑ,ΑΘΗΝΩΝΚΟΛΩΝΟΣ,Α'ΑΘΗΝΩΝ
ΣΟΥΚΑΙΩΑΝΝ,ΑΜΠΕΛΟΚΗΠΩΝ,ΨΥΧΙΚΟΥ
ΣΟΥΚΑΤΖΙΔΗΝΑΠ,ΧΑΪΔΑΡΙΟΥ-ΔΑΣΟΣ,ΑΙΓΑΛΕΩ
ΣΟΥΚΙΟΥ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΛΙΕ,ΑΘΗΝΩΝΚΥΝΟΣΑΡΓΟΥΣ,ΙΖ'ΑΘΗΝΩΝ
ΣΟΥΛΙΟΥ,ΑΓΑΝΑΡΓΥΡΩΝ-ΑΝΑΚΑΣΣΑ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΛΙΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΥΛΙΟΥ,ΑΙΓΑΛΕΩΑΝΑΓΕΝΝΗΣΗΣ,ΑΙΓΑΛΕΩ
ΣΟΥΛΙΟΥ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΣΟΥΛΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΛΙΟΥ,ΑΝΩΛΙΜΝΗ-ΑΝΩΛΙΟΣΙΑ,ΑΧΑΡΝΩΝ
ΣΟΥΛΙΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΛΙΟΥ,ΑΝΩΛΟΦΟΥ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΛΙΟΥ,ΒΟΥΛΑΣ,ΓΛΥΦΑΔΑΣ
ΣΟΥΛΙΟΥ,ΒΡΙΛΗΣΣΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΛΙΟΥ,ΓΑΛΑΤΣΙΟΥ-ΚΡΗΤΙΚΑ,ΓΑΛΑΤΣΙΟΥ
ΣΟΥΛΙΟΥ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΣΟΥΛΙΟΥ,ΔΑΦΝΗΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΥΛΙΟΥ,ΖΕΦΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΛΙΟΥ,ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ
ΣΟΥΛΙΟΥ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΟΥΛΙΟΥ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΣΟΥΛΙΟΥ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΣΟΥΛΙΟΥ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΛΙΟΥ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΣΟΥΛΙΟΥ,ΝΙΚΟΝΙΟΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΣΟΥΛΙΟΥ,ΝΦΙΛ/ΦΕΙΑΣ(ΚΜΥΛΟΣ),ΝΕΑΣΙΩΝΙΑΣ
ΣΟΥΛΙΟΥ,ΝΧΑΛΚΗΔΟΝΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΣΟΥΛΙΟΥ,ΝΨΥΧΙΚΟΥ,ΨΥΧΙΚΟΥ
ΣΟΥΛΙΟΥ,ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΣΟΥΛΙΟΥ,ΝΙΚΑΙΑΣ-ΑΓΤΡΙΑΔΑ,ΝΙΚΑΙΑΣ
ΣΟΥΛΙΟΥ,ΠΚΟΚΚΙΝΙΑ,Δ'ΠΕΙΡΑΙΑ
ΣΟΥΛΙΟΥ,ΠΑΛΑΙΟΜΕΝΙΔΙ,ΑΧΑΡΝΩΝ
ΣΟΥΛΙΟΥ,ΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΛΙΟΥ,ΠΕΤΡΟΥΠΟΛΗΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΛΙΟΥ,ΠΕΥΚΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΛΙΟΥ,ΡΕΝΤΗ,ΜΟΣΧΑΤΟΥ
ΣΟΥΛΙΟΥ,ΧΑΪΔΑΡΙΟΥ-ΚΟΥΝΕΛΙΑ,ΑΙΓΑΛΕΩ
ΣΟΥΛΙΟΥ11-ΤΕΛΟΣΚΑΙ2-ΤΕΛΟΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΣΟΥΛΙΟΥ1-25ΚΑΙ2-20,ΜΙΧΕΛΗ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΛΙΟΥ1-5ΚΑΙ2-4,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΣΟΥΛΙΟΥ1-9,ΧΑΛΑΝΔΡΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΛΙΟΥ27-ΤΕΛΟΣΚΑΙ22-ΤΕΛΟΣ(ΠΡΩΗΝΤΡΙΠΟΛΕΩΣ),ΠΕΤΡΟΥΠΟΛΗΣ-ΜΙΧΕΛΗ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΛΙΟΥ7-ΤΕΛΟΣΚΑΙ6-ΤΕΛΟΣ,ΑΘΗΝΩΝ,Δ'ΑΘΗΝΩΝ
ΣΟΥΛΙΩΤΩΝ,ΑΘΗΝΩΝΑΓΣΩΣΤΗΣ,ΙΖ'ΑΘΗΝΩΝ
ΣΟΥΛΙΩΤΩΝ,ΑΣΠΡΑΧΩΜΑΤΑ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΛΙΩΤΩΝ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΣΟΥΛΙΩΤΩΝ,ΠΡΟΟΔΟΣ,ΑΧΑΡΝΩΝ
ΣΟΥΛΤΑΝΗ,ΝΦΑΛΗΡΟ,Δ'ΠΕΙΡΑΙΑ
ΣΟΥΛΤΑΝΗ1-13ΚΑΙ2-14,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΣΟΥΛΤΑΝΗ15-ΤΕΛΟΣΚΑΙ16-ΤΕΛΟΣ,ΑΘΗΝΩΝ,Δ'ΑΘΗΝΩΝ
ΣΟΥΜΕΛΑ,ΑΡΓΥΡΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΟΥΜΕΛΑ,ΚΥΨΕΛΗΣ,ΙΓ'ΑΘΗΝΩΝ
ΣΟΥΝΙΟΥ,ΑΓ.ΠΕΤΡΟΣ,ΑΧΑΡΝΩΝ
ΣΟΥΝΙΟΥ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΟΥΡΗ,ΑΘΗΝΩΝΣΥΝΤΑΓΜΑ,Δ'ΑΘΗΝΩΝ
ΣΟΥΡΗ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΟΥΡΗ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΡΗ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΟΥΡΗ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΣΟΥΡΗ,ΠΨΥΧΙΚΟΥ,ΨΥΧΙΚΟΥ
ΣΟΥΡΗ,ΠΕΙΡΑΙΑΚΑΛΛΙΠΟΛΗ,Γ'ΠΕΙΡΑΙΑ
ΣΟΥΡΗ,ΤΣΑΛΑΒΟΥΤΑ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΓΑΛΑΤΣΙΟΥ-ΑΚΤΗΜΟΝΩΝ,ΓΑΛΑΤΣΙΟΥ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΝΦΑΛΗΡΟ,Δ'ΠΕΙΡΑΙΑ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΥΡΗΓΕΩΡΓΙΟΥ,ΧΑΡΑΥΓΗ,ΑΧΑΡΝΩΝ
ΣΟΥΡΛΑΤΖΗΜΙΧΑΗΛ,ΛΑΘΕΑ,ΑΧΑΡΝΩΝ
ΣΟΥΡΜΕΛΑ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΣΟΥΡΜΕΛΗ,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΣΟΥΡΜΕΝΩΝ,ΑΓ.ΜΑΥΡΑ,ΑΧΑΡΝΩΝ
ΣΟΥΡΜΕΝΩΝ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΣΟΥΡΠΗ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΣΟΥΤΣΟΥ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΤΣΟΥ,ΔΑΦΝΗΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΥΤΣΟΥ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΟΥΤΣΟΥ,ΜΕΤΑΜΟΡΦΩΣΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΣΟΥΤΣΟΥ,ΠΕΙΡΑΙΑΚΑΛΛΙΠΟΛΗ,Γ'ΠΕΙΡΑΙΑ
ΣΟΥΤΣΟΥΑΛ.,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΤΣΟΥΑΛΕΞ,ΑΘΗΝΩΝΚΟΛΩΝΑΚΙ,Δ'ΑΘΗΝΩΝ
ΣΟΥΤΣΟΥΓ,ΑΙΓΑΛΕΩ,ΑΙΓΑΛΕΩ
ΣΟΥΤΣΟΥΔΗΜ,ΑΜΠΕΛΟΚΗΠΩΝ,ΨΥΧΙΚΟΥ
ΣΟΥΤΣΟΥΔΗΜ,ΛΥΚΟΒΡΥΣΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΥΤΣΟΥΔΗΜ,ΧΑΪΔΑΡΙΟΥ-ΔΑΣΟΣ,ΑΙΓΑΛΕΩ
ΣΟΥΤΣΟΥΙΩΑΝΝΗ,ΓΚΥΖΗ,ΙΓ'ΑΘΗΝΩΝ
ΣΟΥΤΣΟΥΙΩΑΝΝΗ,ΣΤΡΕΦΗ,Δ'ΑΘΗΝΩΝ
ΣΟΥΤΣΟΥΜ.,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΦΛΙΟΥ,ΑΓΔΗΜΗΤΡ-ΣΥΝΑΝΘΕΩΝ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΥΦΛΙΟΥ,ΑΓ.ΙΩΑΝΝΗΣΡΩΣΟΣ,ΑΧΑΡΝΩΝ
ΣΟΥΦΛΙΟΥ,ΑΜΠΕΛΟΚΗΠΩΝ,ΙΒ'ΑΘΗΝΩΝ
ΣΟΥΦΛΙΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΦΛΙΟΥ,ΜΙΧΕΛΗ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΥΦΛΙΟΥ,ΝΕΟΚΤΙΣΤΙΣΤΑ-ΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΣΟΥΦΛΙΟΥ1-21ΚΑΙ2-22,ΑΣΠΡΑΧΩΜΑΤΑ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΥΦΛΙΟΥ23-ΤΕΛΟΣΚΑΙ24-ΤΕΛΟΣ,ΑΣΠΡΑΧΩΜΑΤΑ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΦΑΔΩΝ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΣΟΦΙΑΝΟΠΟΥΛΟΥ,ΚΠΑΤΗΣΙΩΝ,ΓΑΛΑΤΣΙΟΥ
ΣΟΦΙΑΝΟΠΟΥΛΟΥ,ΝΦΑΛΗΡΟ,Δ'ΠΕΙΡΑΙΑ
ΣΟΦΙΑΝΟΥ,ΚΟΥΚΑΚΙΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΣΟΦΙΑΣ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΣΟΦΙΑΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΣΟΦΙΚΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΚΛΕΟΥΣ,ΑΓΑΝΑΡΓΥΡΩΝ-ΑΝΑΚΑΣΣΑ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΚΛΕΟΥΣ,ΑΓΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΦΟΚΛΕΟΥΣ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΦΟΚΛΕΟΥΣ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΚΛΕΟΥΣ,ΒΟΥΛΑΣ,ΓΛΥΦΑΔΑΣ
ΣΟΦΟΚΛΕΟΥΣ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΣΟΦΟΚΛΕΟΥΣ,ΕΛΛΗΝΙΚΟΥ,ΗΛΙΟΥΠΟΛΗΣ
ΣΟΦΟΚΛΕΟΥΣ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΟΦΟΚΛΕΟΥΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΚΛΕΟΥΣ,ΚΕΝΤΡΟΠΕΡΙΣΤΕΡΙΟΥ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΦΟΚΛΕΟΥΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΟΦΟΚΛΕΟΥΣ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΣΟΦΟΚΛΕΟΥΣ,ΛΥΚΟΤΡΥΠΑ,ΑΧΑΡΝΩΝ
ΣΟΦΟΚΛΕΟΥΣ,ΝΕΡΥΘΡΑΙΑΣ,ΚΗΦΙΣΙΑΣ
ΣΟΦΟΚΛΕΟΥΣ,ΝΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΦΟΚΛΕΟΥΣ,ΝΙΚΑΙΑΣ-ΝΕΑΠΟΛΗ,ΝΙΚΑΙΑΣ
ΣΟΦΟΚΛΕΟΥΣ,ΠΕΙΡΑΙΑΧΑΤ/ΚΕΙΟ,Γ'ΠΕΙΡΑΙΑ
ΣΟΦΟΚΛΕΟΥΣ,ΦΙΛΟΘΕΗΣ,ΨΥΧΙΚΟΥ
ΣΟΦΟΚΛΕΟΥΣ,ΧΑΙΔΑΡΙΟΥ-ΚΟΥΝΕΛΙΑ,ΑΙΓΑΛΕΩ
ΣΟΦΟΚΛΕΟΥΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΣΟΦΟΚΛΕΟΥΣ1-ΤΕΛΟΣΚΑΙ2-ΤΕΛΟΣ,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΣΟΦΟΚΛΕΟΥΣ1-29ΚΑΙ2-30,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΚΛΕΟΥΣ31-ΤΕΛΟΣΚΑΙ32-ΤΕΛΟΣ,ΠΕΤΡΟΥΠΟΛΗΣ-ΜΙΧΕΛΗ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΟΦΟΥΛΕΟΝΤΑ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΥΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΟΦΟΥΛΗ,ΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΣΟΦΟΥΛΗ(ΠΛΑΤΕΙΑ),ΠΕΥΚΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΣΟΦΟΥΛΗΘΕΜ,ΑΓΑΝΑΡΓΥΡΩΝ-ΚΟΚΚΙΝΟΠ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΦΟΥΛΗΘΕΜ,ΑΓΔΗΜΗΤΡΙΟΥ-ΕΘΑΝΤΙΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΟΦΟΥΛΗΘΕΜ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΣΟΦΟΥΛΗΘΕΜ,ΝΦΙΛ/ΦΕΙΑΣ(ΚΜΥΛΟΣ),ΝΕΑΣΙΩΝΙΑΣ
ΣΟΦΟΥΛΗΘΕΜ,ΝΨΥΧΙΚΟΥ,ΨΥΧΙΚΟΥ
ΣΟΦΟΥΛΗΘΕΜ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΟΧΟΥΜΗ,ΑΓ.ΑΘΑΝΑΣΙΟΣ,ΑΧΑΡΝΩΝ
ΣΠΑΘΑΡΗ,ΑΘΗΝΩΝΑΓΣΩΣΤΗΣ,ΙΖ'ΑΘΗΝΩΝ
ΣΠΑΘΑΡΗ,ΓΚΥΖΗ,ΙΓ'ΑΘΗΝΩΝ
ΣΠΑΘΑΡΗ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΣΠΑΝΟΒΑΓΓΕΛΗ,ΖΩΓΡΑΦΟΥ,ΙΒ'ΑΘΗΝΩΝ
ΣΠΑΝΟΥΔΑΚΗ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΣΠΑΝΟΥΔΗ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΣΠΑΡΑΓΓΙΩΝ,ΚΕΡΑΜΙΔΙΩΤΗΣ,ΑΧΑΡΝΩΝ
ΣΠΑΡΤΑΚΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΠΑΡΤΑΚΟΥ,ΑΝΩΛΟΦΟΥ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΠΑΡΤΑΚΟΥ,ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ
ΣΠΑΡΤΑΚΟΥ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΠΑΡΤΑΚΟΥ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΠΑΡΤΗΣ,ΑΓΑΝΑΡΓΥΡΩΝ-ΚΟΚΚΙΝΟΠ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΠΑΡΤΗΣ,ΑΓΒΑΡΒΑΡΑΣ,ΝΙΚΑΙΑΣ
ΣΠΑΡΤΗΣ,ΑΓΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΣΠΑΡΤΗΣ,ΑΓ.ΠΕΤΡΟΣ-ΛΑΘΕΑ,ΑΧΑΡΝΩΝ
ΣΠΑΡΤΗΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΣΠΑΡΤΗΣ,ΑΘΗΝΩΝΠΛΑΜΕΡΙΚΗΣ,ΙΓ'ΑΘΗΝΩΝ
ΣΠΑΡΤΗΣ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΣΠΑΡΤΗΣ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΠΑΡΤΗΣ,ΑΡΓΥΡΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΠΑΡΤΗΣ,ΒΟΥΛΑΣ,ΓΛΥΦΑΔΑΣ
ΣΠΑΡΤΗΣ,ΒΡΙΛΗΣΣΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ
ΣΠΑΡΤΗΣ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΣΠΑΡΤΗΣ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΣΠΑΡΤΗΣ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΣΠΑΡΤΗΣ,ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ
ΣΠΑΡΤΗΣ,ΚΑΛΟΓΡΕΖΑΣ,ΑΜΑΡΟΥΣΙΟΥ
ΣΠΑΡΤΗΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΣΠΑΡΤΗΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΣΠΑΡΤΗΣ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΣΠΑΡΤΗΣ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΣΠΑΡΤΗΣ,ΜΕΤΑΜΟΡΦΩΣΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΣΠΑΡΤΗΣ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΣΠΑΡΤΗΣ,ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΣΠΑΡΤΗΣ,ΝΙΚΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ,ΝΙΚΑΙΑΣ
ΣΠΑΡΤΗΣ,ΠΦΑΛΗΡΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΣΠΑΡΤΗΣ,ΠΕΤΡΟΥΠΟΛΗΣ-ΠΑΛΑΤΙΑΝΗ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΣΠΑΡΤΗΣ,ΧΑΙΔΑΡΙΟΥ-ΚΟΥΝΕΛΙΑ,ΑΙΓΑΛΕΩ
ΣΠΑΡΤΗΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΣΠΑΡΤΗΣ,ΧΟΛΑΡΓΟΥ,ΧΟΛΑΡΓΟΥ
ΣΠΑΡΤΗΣ1-25ΚΑΙ2-22,ΔΡΑΠΕΤΣΩΝΑ,Ε'ΠΕΙΡΑΙΑ
ΣΠΑΡΤΗΣ27-ΤΕΛΟΣΚΑΙ24-ΤΕΛΟΣ,ΥΠΑΠΑΝΤΗ-ΠΕΙΡΑΙΑ,Δ'ΠΕΙΡΑΙΑ
ΣΠΑΡΤΗΣΜΑΣΙΑΣ(ΠΛΑΤΕΙΑ),ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΣΠΑΡΤΙΑΤΩΝ,ΓΑΛΑΤΣ-ΚΑΡΑΓΙΑΝΝΕΙΚΑ,ΓΑΛΑΤΣΙΟΥ
ΣΠΑΡΤΙΑΤΩΝ,ΠΛΑΤΩΝΑΣ,ΑΧΑΡΝΩΝ
ΣΠΑΡΤΙΔΗ,ΝΦΙΛΟΘΕΗΣ,ΨΥΧΙΚΟΥ
